         20874020 function calls (19984092 primitive calls) in 221.636 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    46336    0.004    0.000    0.004    0.000 {method 'keys' of 'dict' objects}
       36    0.004    0.000    0.017    0.000 training.py:3167(weights)
     1538    0.004    0.000    0.007    0.000 message.py:462(get)
    10964    0.004    0.000    0.004    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_DeleteBuffer}
     3077    0.004    0.000    0.090    0.000 func_graph.py:479(as_default)
    19804    0.004    0.000    0.004    0.000 context.py:934(_handle)
    18866    0.004    0.000    0.004    0.000 monomorphic_function.py:1831(outputs)
    29210    0.004    0.000    0.004    0.000 object_identity.py:218(__iter__)
       36    0.004    0.000    0.004    0.000 wandb_settings.py:688(<lambda>)
     8318    0.004    0.000    0.004    0.000 traceable_stack.py:109(peek_objs)
    14900    0.004    0.000    0.004    0.000 callbacks.py:467(on_train_batch_end)
    51235    0.004    0.000    0.006    0.000 {method 'extend' of 'list' objects}
      904    0.004    0.000    0.014    0.000 tf_utils.py:670(_to_single_numpy_or_python_type)
      203    0.004    0.000    0.111    0.001 metrics_utils.py:104(decorated)
      128    0.004    0.000    0.005    0.000 rrule.py:776(_iter)
6539/6231    0.004    0.000    0.173    0.000 func_graph.py:711(capture)
    37644    0.004    0.000    0.004    0.000 function_spec.py:278(default_values)
      100    0.004    0.000    0.004    0.000 callbacks.py:2120(_is_improvement)
        8    0.004    0.000    0.005    0.001 base.py:842(_engine)
    31842    0.004    0.000    0.004    0.000 {method '__exit__' of '_thread.RLock' objects}
      548    0.004    0.000    0.012    0.000 resource_variable_ops.py:340(__init__)
    21197    0.004    0.000    0.006    0.000 ops.py:4420(_name_stack)
     6090    0.004    0.000    0.007    0.000 errors_impl.py:284(__init__)
    78/22    0.004    0.000    2.352    0.107 func_graph.py:1033(func_graph_from_py_func)
     2776    0.004    0.000    0.018    0.000 gradients_util.py:422(_Inputs)
    18821    0.004    0.000    0.004    0.000 save_context.py:42(in_save_context)
     9472    0.004    0.000    0.009    0.000 auto_control_deps.py:646(update)
     2794    0.004    0.000    0.035    0.000 ops.py:6083(executing_eagerly_outside_functions)
     5159    0.004    0.000    0.004    0.000 context.py:1426(op_callbacks)
    22669    0.004    0.000    0.004    0.000 {method 'add' of 'set' objects}
    13186    0.004    0.000    0.006    0.000 ops.py:5444(_control_dependencies_stack)
        1    0.004    0.004    0.008    0.008 internal.py:1(<module>)
     5173    0.004    0.000    0.009    0.000 ops.py:2194(_control_flow_post_processing)
      661    0.004    0.000    0.009    0.000 wandb_settings.py:1437(update)
    56535    0.004    0.000    0.004    0.000 {method 'items' of 'collections.OrderedDict' objects}
       49    0.004    0.000    0.004    0.000 {built-in method io.open_code}
      793    0.004    0.000    0.029    0.000 tf_utils.py:644(sync_to_numpy_or_python_type)
    34832    0.004    0.000    0.004    0.000 ops.py:456(dtype)
     4752    0.004    0.000    0.012    0.000 ops.py:2447(_add_control_inputs)
       97    0.004    0.000    0.008    0.000 import_hooks.py:47(register_post_import_hook)
       50    0.004    0.000    0.039    0.001 monomorphic_function.py:459(__init__)
    10021    0.004    0.000    0.005    0.000 object_identity.py:181(__init__)
     2785    0.004    0.000    0.004    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_GraphVersions}
  3021/66    0.004    0.000    0.040    0.001 transformer.py:417(visit)
    10944    0.004    0.000    0.006    0.000 _collections_abc.py:996(__reversed__)
    18823    0.004    0.000    0.004    0.000 function_spec.py:415(<dictcomp>)
     9472    0.004    0.000    0.009    0.000 tpu.py:265(replace_with_unreplicated_resources)
     2785    0.004    0.000    0.004    0.000 op_def_library.py:699(_ExtractRemainingAttrs)
    10721    0.004    0.000    0.019    0.000 ops.py:2526(<genexpr>)
      606    0.003    0.000    0.076    0.000 graph_only_ops.py:25(graph_placeholder)
12910/12872    0.003    0.000    0.151    0.000 <frozen importlib._bootstrap>:1033(_handle_fromlist)
    11605    0.003    0.000    0.007    0.000 tensor_shape.py:723(as_dimension)
     6090    0.003    0.000    0.003    0.000 errors_impl.py:66(__init__)
     6853    0.003    0.000    0.004    0.000 ops.py:4142(_get_operation_by_name_unsafe)
     5173    0.003    0.000    0.008    0.000 ops.py:5388(_snapshot_device_function_stack_metadata)
    18802    0.003    0.000    0.003    0.000 monomorphic_function.py:113(__init__)
     5868    0.003    0.000    0.006    0.000 context.py:249(push)
     4424    0.003    0.000    0.008    0.000 gradients_util.py:384(_MaybeCaptured)
        1    0.003    0.003    0.004    0.004 c_parser_wrapper.py:60(__init__)
8060/8059    0.003    0.000    0.028    0.000 {built-in method builtins.all}
     1068    0.003    0.000    0.011    0.000 ops.py:689(set_shape)
2935/1706    0.003    0.000    0.029    0.000 copy.py:258(_reconstruct)
    33685    0.003    0.000    0.004    0.000 {built-in method builtins.setattr}
2330/1491    0.003    0.000    0.004    0.000 base.py:773(_invalidate_flags_cache)
        2    0.003    0.002    0.003    0.002 utils.py:239(maybe_convert_indices)
      478    0.003    0.000    0.003    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      103    0.003    0.000    1.323    0.013 iterator_ops.py:717(_create_iterator)
 7137/141    0.003    0.000    0.058    0.000 ast.py:403(visit)
      117    0.003    0.000    0.003    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_FunctionToFunctionDef}
     2785    0.003    0.000    0.004    0.000 op_def_library.py:349(_ExtractOutputStructure)
     9738    0.003    0.000    0.015    0.000 ops.py:2090(<genexpr>)
      464    0.003    0.000    0.064    0.000 tensor_spec.py:245(_graph_placeholder)
       10    0.003    0.000    0.164    0.016 lstm.py:1241(gpu_lstm_with_fallback)
        2    0.003    0.002    0.010    0.005 font_manager.py:1393(_findfont_cached)
        1    0.003    0.003    0.003    0.003 {method '_show' of '_macosx.FigureManager' objects}
    19778    0.003    0.000    0.003    0.000 {method '__exit__' of '_thread.lock' objects}
 2273/957    0.003    0.000    0.026    0.000 copy.py:226(_deepcopy_dict)
     5159    0.003    0.000    0.007    0.000 op_callbacks.py:114(should_invoke_op_callbacks)
     6941    0.003    0.000    0.064    0.000 inspect.py:3111(signature)
        1    0.003    0.003    0.003    0.003 {method 'connect' of '_socket.socket' objects}
    20428    0.003    0.000    0.003    0.000 trace_type_builder.py:91(is_legacy_signature)
      326    0.003    0.000    0.012    0.000 well_known_types.py:193(GetCurrentTime)
      914    0.003    0.000    0.003    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_GraphGetOpDef}
      202    0.003    0.000    0.014    0.000 context.py:2677(async_wait)
      617    0.003    0.000    0.003    0.000 {method 'astype' of 'numpy.ndarray' objects}
      326    0.003    0.000    0.051    0.000 wandb_run.py:1520(_console_raw_callback)
       88    0.003    0.000    0.033    0.000 ops.py:3107(__init__)
     2755    0.003    0.000    0.003    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_GraphGetTensorShapeHelper}
        1    0.003    0.003    0.005    0.005 backend.py:192(get_uid)
     6982    0.003    0.000    0.050    0.000 base_layer.py:3301(_flatten_layers)
    27852    0.003    0.000    0.003    0.000 {method 'startswith' of 'str' objects}
    33204    0.003    0.000    0.003    0.000 ops.py:451(op)
    59488    0.003    0.000    0.003    0.000 {method 'lower' of 'str' objects}
     5173    0.003    0.000    0.007    0.000 ops.py:5428(_snapshot_colocation_stack_metadata)
    18859    0.003    0.000    0.003    0.000 function_spec.py:308(is_pure)
7622/6543    0.003    0.000    0.021    0.000 wandb_settings.py:1406(__getattribute__)
      742    0.003    0.000    0.005    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRecordOperation}
      806    0.003    0.000    0.004    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_RecordGradient}
      200    0.003    0.000    0.021    0.000 <__array_function__ internals>:177(mean)
     6154    0.003    0.000    0.004    0.000 ops.py:5726(get_controller)
     3983    0.003    0.000    0.003    0.000 op_def_library.py:36(_Attr)
    18788    0.003    0.000    0.003    0.000 trace.py:87(set_metadata)
      398    0.003    0.000    0.052    0.000 backend.py:4346(_assign_value_to_variable)
    44/36    0.003    0.000    0.004    0.000 structure.py:442(type_spec_from_value)
     4123    0.003    0.000    0.007    0.000 op_def_library.py:187(_MakeType)
     6039    0.003    0.000    0.005    0.000 control_flow_util.py:262(CheckInputFromValidContext)
     5173    0.003    0.000    0.005    0.000 lock_util.py:73(group)
     7030    0.003    0.000    0.003    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNested}
      203    0.003    0.000    0.041    0.000 base_metric.py:519(result)
    14515    0.003    0.000    0.003    0.000 inspect.py:159(isfunction)
        2    0.003    0.001    0.003    0.001 {built-in method tensorflow.python.client._pywrap_tf_session.TF_TryEvaluateConstant_wrapper}
        2    0.003    0.001    0.003    0.001 base.py:3955(_get_indexer)
     3570    0.003    0.000    0.003    0.000 {built-in method numpy.asarray}
     2416    0.003    0.000    0.006    0.000 base.py:152(_set_flag)
     3119    0.003    0.000    0.014    0.000 contextlib.py:234(contextmanager)
    15484    0.003    0.000    0.004    0.000 traceable_stack.py:117(__len__)
      102    0.003    0.000    0.097    0.001 callbacks.py:1172(_finalize_progbar)
        1    0.003    0.003    0.003    0.003 font_manager.py:1493(_get_font)
     1116    0.003    0.000    0.007    0.000 backprop_util.py:52(IsTrainable)
     1586    0.003    0.000    0.005    0.000 os.py:674(__getitem__)
     9472    0.003    0.000    0.007    0.000 auto_control_deps.py:144(op_is_stateful)
     4736    0.003    0.000    0.013    0.000 tpu.py:246(tpu_replicated_input_resolver)
     9849    0.003    0.000    0.004    0.000 ops.py:461(graph)
    18788    0.003    0.000    0.003    0.000 data_adapter.py:1395(step_increment)
10396/10386    0.003    0.000    0.007    0.000 tensor_shape.py:825(<genexpr>)
      335    0.003    0.000    0.003    0.000 enum_type_wrapper.py:115(__getattr__)
    14559    0.003    0.000    0.003    0.000 {method 'encode' of 'str' objects}
      262    0.003    0.000    0.027    0.000 api.py:492(tf_convert)
     3115    0.003    0.000    0.080    0.000 tf_contextlib.py:21(contextmanager)
    37524    0.003    0.000    0.003    0.000 trace.py:83(__enter__)
        1    0.003    0.003    4.134    4.134 wandb_init.py:557(init)
 1557/102    0.003    0.000    0.006    0.000 ast_util.py:33(copy)
        4    0.003    0.001    0.035    0.009 wandb_settings.py:1280(__init__)
      100    0.003    0.000    0.004    0.000 callbacks.py:554(on_test_end)
      204    0.003    0.000    0.003    0.000 _methods.py:66(_count_reduce_items)
      100    0.003    0.000    0.059    0.001 monomorphic_function.py:198(__init__)
     5173    0.002    0.000    0.007    0.000 threading.py:381(notify_all)
    66139    0.002    0.000    0.002    0.000 {method 'popleft' of 'collections.deque' objects}
     5173    0.002    0.000    0.005    0.000 ops.py:4961(_control_dependencies_for_inputs)
    23654    0.002    0.000    0.009    0.000 object_identity.py:203(<listcomp>)
    20358    0.002    0.000    0.003    0.000 ast.py:244(iter_fields)
     7023    0.002    0.000    0.063    0.000 inspect.py:2859(from_callable)
  526/450    0.002    0.000    0.654    0.001 gradients_util.py:696(<lambda>)
      203    0.002    0.000    0.078    0.000 base_metric.py:154(result_fn)
     7330    0.002    0.000    0.003    0.000 data_structures.py:439(__len__)
    15519    0.002    0.000    0.002    0.000 lock_util.py:109(_validate_group_id)
      326    0.002    0.000    0.005    0.000 well_known_types.py:255(FromDatetime)
    10034    0.002    0.000    0.004    0.000 anno.py:130(hasanno)
    10346    0.002    0.000    0.002    0.000 traceable_stack.py:113(peek_traceable_objs)
    23236    0.002    0.000    0.002    0.000 ops.py:2590(graph)
     2713    0.002    0.000    0.002    0.000 tensor_shape.py:1423(<listcomp>)
2104/1524    0.002    0.000    0.020    0.000 base_layer.py:3284(_gather_children_attribute)
     4021    0.002    0.000    0.004    0.000 tf_decorator.py:272(unwrap)
     1214    0.002    0.000    0.005    0.000 dictconfig.py:149(_validate_get)
  267/216    0.002    0.000    2.108    0.010 api.py:295(converted_call)
     2199    0.002    0.000    0.327    0.000 constant_op.py:171(constant)
      203    0.002    0.000    0.151    0.001 training.py:1152(get_metrics_result)
     7152    0.002    0.000    0.002    0.000 wandb_settings.py:592(__setattr__)
        1    0.002    0.002    0.002    0.002 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetConfig}
    18788    0.002    0.000    0.002    0.000 polymorphic_function.py:862(_run_functions_eagerly)
      164    0.002    0.000    0.004    0.000 distribute_lib.py:3607(__init__)
      212    0.002    0.000    0.036    0.000 math_ops.py:1677(div_no_nan)
     1498    0.002    0.000    0.009    0.000 ops.py:5978(init_scope)
      538    0.002    0.000    0.095    0.000 array_ops.py:667(shape_internal)
    11057    0.002    0.000    0.003    0.000 tensor_shape.py:199(__init__)
     2785    0.002    0.000    0.002    0.000 op_def_library.py:790(<listcomp>)
    19440    0.002    0.000    0.002    0.000 distribute_lib.py:3728(value_container)
      255    0.002    0.000    0.003    0.000 activity.py:93(__init__)
     5920    0.002    0.000    0.028    0.000 ops.py:445(_create_with_tf_output)
     2785    0.002    0.000    0.002    0.000 op_def_library.py:382(_CheckOpDeprecation)
     4759    0.002    0.000    0.007    0.000 ops.py:6878(__exit__)
    18816    0.002    0.000    0.002    0.000 context.py:168(executor_type)
     4728    0.002    0.000    0.006    0.000 auto_control_deps_utils.py:108(<genexpr>)
       92    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:361(cache_from_source)
    10708    0.002    0.000    0.003    0.000 ops.py:5413(_colocation_stack)
    14900    0.002    0.000    0.002    0.000 callbacks.py:455(on_train_batch_begin)
    10346    0.002    0.000    0.016    0.000 ops.py:2626(traceback)
        3    0.002    0.001    0.002    0.001 base.py:2744(inferred_type)
      464    0.002    0.000    0.002    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.SetHandleShapeAndType}
        1    0.002    0.002    0.002    0.002 {method 'flush_events' of '_macosx.FigureCanvas' objects}
     3560    0.002    0.000    0.005    0.000 _utils.py:508(_is_missing_value)
    19350    0.002    0.000    0.002    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.002    0.001    0.002    0.001 <frozen importlib._bootstrap_external>:1237(_recalculate)
